payer,payee,amount0,amount1,opcode
4,306,32412,59,1
33,443,67413,248,1
19,663,63085,118,1
72,246,98923,88,1
30,880,39523,127,1
42,383,44050,33,1
14,86,40711,410,1
56,979,38220,425,1
33,487,9913,363,1
65,832,27181,347,1
422,339,29454,320,1
0,794,93424,321,1
56,643,53433,140,1
72,399,22744,106,1
593,369,11849,253,1
196,504,22743,16,1
12,54,78943,490,1
16,960,70542,246,1
16,72,82083,481,1
65,186,82684,68,1
65,95,82153,314,1
19,277,74053,107,1
42,351,67250,186,1
6,561,54590,374,1
8,774,84024,436,1
44,174,49245,277,1
23,873,82885,71,1
673,615,91285,455,1
44,87,80377,404,1
42,410,43549,457,1
559,452,50664,418,1
65,539,96037,315,1
8,751,99896,496,1
0,949,30025,192,1
33,498,75520,319,1
42,769,46042,95,1
16,72,91443,120,1
798,35,90798,292,1
14,459,3897,59,1
23,263,64896,407,1
260,141,75829,197,1
30,592,86597,412,1
8,28,80305,189,1
12,99,73757,492,1
252,311,22365,448,1
108,585,35123,463,1
402,282,92754,409,1
23,501,52315,174,1
23,43,46729,51,1
24,488,96159,419,1
65,855,27851,159,1
33,576,99023,212,1
289,344,93973,212,1
221,48,53035,245,1
33,747,93117,328,1
8,745,99427,247,1
27,456,40657,147,1
19,296,29522,392,1
960,102,38790,467,1
8,863,48933,140,1
14,850,35193,359,1
6,928,22052,466,1
44,435,74721,54,1
44,612,80774,234,1
8,949,42957,186,1
23,749,78405,169,1
357,229,90302,227,1
23,740,5352,11,1
30,840,63890,421,1
56,157,11301,256,1
161,712,57580,235,1
161,848,38699,399,1
0,405,17430,403,1
309,89,72112,487,1
8,286,83931,438,1
36,529,79433,392,1
21,263,60079,147,1
44,707,22541,425,1
19,73,31088,254,1
44,139,31174,160,1
33,951,40331,102,1
0,538,99656,265,1
36,260,88169,193,1
56,770,57060,451,1
33,189,73105,36,1
16,643,4455,386,1
72,604,67603,374,1
42,564,57559,209,1
23,403,73999,198,1
644,100,1042,164,1
12,443,23180,129,1
65,382,20565,366,1
8,102,76678,476,1
65,387,70834,236,1
30,1002,96847,451,1
23,326,46482,273,1
14,209,772,187,1
19,606,77824,453,1
14,365,87077,285,1
36,847,60540,183,1
848,906,36949,403,1
27,250,99993,250,1
30,406,8796,67,1
494,989,25234,273,1
4,143,95743,177,1
65,400,76939,138,1
56,270,87136,326,1
19,882,22149,13,1
56,610,24023,12,1
961,798,34964,92,1
14,688,34812,124,1
8,223,68836,420,1
987,439,43864,267,1
714,151,68779,181,1
14,361,28121,489,1
44,561,5839,438,1
19,533,76375,453,1
44,81,87116,58,1
56,25,25441,291,1
12,612,47926,403,1
4,560,81514,72,1
42,848,56800,309,1
23,931,44161,88,1
38,158,15446,100,1
72,569,59011,52,1
72,821,35512,160,1
33,34,37358,444,1
498,140,97670,19,1
389,758,45285,59,1
19,182,8855,428,1
293,675,48237,52,1
44,918,3039,373,1
148,377,58254,423,1
56,156,79879,283,1
6,386,40411,168,1
98,1014,72632,329,1
56,455,52413,439,1
27,435,6083,490,1
44,967,3104,90,1
617,339,44008,309,1
14,329,20818,353,1
919,191,93869,187,1
19,415,18143,390,1
726,640,15126,373,1
23,415,16542,26,1
12,45,96164,237,1
274,654,77485,15,1
0,313,3182,405,1
44,263,50520,35,1
98,300,81249,110,1
4,753,76480,470,1
72,897,17726,93,1
33,473,93884,163,1
27,258,19731,321,1
23,228,37841,153,1
14,536,16928,310,1
8,337,81621,115,1
42,667,43749,497,1
72,911,96645,380,1
0,528,17977,100,1
30,751,66003,249,1
36,33,76128,181,1
161,807,640,168,1
6,848,41804,226,1
4,135,34036,164,1
4,428,64967,454,1
317,685,10480,126,1
19,341,73801,479,1
44,741,29402,313,1
161,681,5012,304,1
36,812,13429,258,1
33,210,65463,21,1
23,757,15433,435,1
19,314,79641,280,1
297,483,81707,436,1
16,816,90607,79,1
27,43,44665,69,1
14,915,4166,165,1
72,831,29456,187,1
8,292,66162,443,1
27,601,84895,328,1
72,596,47144,185,1
6,403,58990,299,1
72,679,51228,412,1
16,622,26013,167,1
36,784,46950,92,1
30,692,4200,384,1
0,571,31880,376,1
6,169,69350,478,1
30,565,65119,382,1
56,754,32600,330,1
706,209,22549,403,1
892,91,18738,419,1
30,691,38383,83,1
33,600,3885,239,1
14,449,30509,87,1
16,77,42262,381,1
4,519,54472,245,1
65,103,53106,302,1
30,176,70628,440,1
42,130,89429,433,1
16,191,46312,169,1
27,814,94132,280,1
27,100,96902,473,1
72,541,95060,385,1
12,652,37339,203,1
36,96,61023,247,1
23,934,51519,24,1
65,78,33031,180,1
150,714,95000,74,1
56,328,78923,337,1
65,824,43198,59,1
254,667,49646,237,1
137,793,91196,483,1
12,592,80501,142,1
56,856,62738,199,1
44,109,87850,113,1
700,71,28478,271,1
137,825,93464,216,1
44,942,64256,137,1
36,512,59442,328,1
12,951,24606,60,1
0,328,23739,264,1
12,927,91370,122,1
23,328,87119,465,1
211,60,81326,33,1
564,374,49485,134,1
872,68,95717,222,1
958,195,19307,210,1
8,745,87271,289,1
836,812,46171,323,1
760,777,64607,224,1
8,800,16804,183,1
30,727,68653,178,1
32,17,51500,37,1
65,1004,68911,116,1
33,995,2552,484,1
42,622,74938,318,1
14,723,21415,420,1
33,18,74054,465,1
27,669,2296,17,1
44,965,39658,28,1
65,749,34310,298,1
4,101,39548,247,1
12,346,2661,312,1
21,934,86853,330,1
8,1022,56135,73,1
0,276,31888,462,1
33,485,91225,335,1
16,374,60645,291,1
30,550,10693,307,1
62,971,2794,240,1
19,402,48273,401,1
611,852,30844,240,1
14,22,57153,478,1
23,991,40846,408,1
386,90,1169,88,1
42,930,15540,74,1
663,281,13365,373,1
21,869,12300,34,1
72,976,60357,317,1
27,218,93738,366,1
4,825,726,15,1
72,788,9535,155,1
0,676,58897,319,1
36,844,27125,427,1
126,230,9567,316,1
500,612,17100,276,1
21,49,45532,451,1
6,209,21525,416,1
23,481,36738,489,1
23,84,96408,413,1
27,1005,1512,284,1
12,434,10808,153,1
12,455,59275,134,1
23,98,19836,403,1
0,129,36738,385,1
862,1008,33417,211,1
23,805,30331,281,1
0,434,711,366,1
56,803,23492,300,1
4,23,96483,350,1
21,164,86825,13,1
158,430,17586,119,1
56,340,69030,16,1
16,241,65850,103,1
762,930,97149,375,1
859,178,90082,12,1
23,162,64825,181,1
622,330,9991,280,1
36,631,51904,118,1
0,996,64032,180,1
19,519,98817,289,1
36,940,59481,284,1
33,27,31341,123,1
271,180,57104,458,1
19,299,29458,167,1
30,645,87288,314,1
42,975,24730,211,1
56,406,27873,335,1
8,554,14258,309,1
14,264,85217,198,1
161,300,94789,120,1
36,148,40131,450,1
6,520,4513,57,1
33,784,49819,484,1
56,756,73729,422,1
36,38,59331,326,1
12,534,49085,471,1
36,310,81781,274,1
23,237,29412,466,1
967,301,45575,457,1
42,791,11983,448,1
8,477,61622,109,1
0,471,7862,418,1
0,89,736,297,1
65,730,31243,441,1
293,1,48905,450,1
8,419,9653,478,1
42,260,25552,286,1
436,422,74753,39,1
4,360,20640,262,1
44,646,53496,44,1
708,162,73481,422,1
19,887,87248,71,1
56,111,48709,50,1
27,811,78132,479,1
19,191,83846,142,1
330,4,41040,97,1
4,62,56380,109,1
65,632,99730,40,1
65,310,56965,152,1
65,737,85733,262,1
36,341,61307,142,1
14,675,53650,73,1
21,848,13369,391,1
901,889,61623,323,1
485,526,8490,421,1
36,99,47559,441,1
267,395,77627,407,1
469,702,89073,218,1
330,989,46873,460,1
14,917,51870,372,1
27,499,91099,108,1
33,872,25744,360,1
65,876,44870,210,1
23,29,2610,447,1
44,430,56410,287,1
968,765,11133,15,1
6,430,90975,273,1
14,341,13197,286,1
72,400,23527,54,1
56,878,98871,140,1
19,528,45205,391,1
8,355,26168,300,1
21,119,89382,435,1
72,797,70476,485,1
56,605,81096,150,1
8,819,93499,144,1
568,585,891,123,1
248,593,78297,307,1
19,505,93015,197,1
4,250,27801,493,1
679,949,97498,494,1
30,780,62794,311,1
19,957,4158,373,1
56,801,37770,496,1
33,902,35082,36,1
540,389,9611,230,1
56,90,15763,27,1
0,557,70203,201,1
42,351,80101,320,1
14,285,56760,88,1
14,965,95320,31,1
161,668,54549,333,1
44,712,66274,167,1
42,496,42177,57,1
8,606,68437,487,1
19,470,96282,285,1
72,565,22728,249,1
4,485,24216,225,1
50,115,10170,343,1
42,929,87061,248,1
14,638,92649,464,1
14,898,32578,284,1
42,482,66622,418,1
930,176,99293,78,1
16,1008,78637,243,1
21,882,1936,328,1
4,78,14897,275,1
0,426,47881,174,1
521,642,58591,348,1
14,615,46103,102,1
0,401,84111,423,1
44,803,34523,334,1
343,328,12231,489,1
30,173,94157,262,1
33,343,95468,274,1
56,268,91411,347,1
8,588,79064,145,1
955,881,84264,307,1
36,620,95668,336,1
36,820,91191,155,1
33,0,2786,46,1
369,872,32133,100,1
36,346,38007,182,1
42,571,11721,15,1
33,714,63792,362,1
465,368,72702,483,1
4,724,37360,17,1
12,932,9590,32,1
108,602,95429,349,1
72,562,43574,221,1
16,368,75774,208,1
652,860,77116,37,1
56,235,83286,451,1
65,597,51467,215,1
0,625,91378,388,1
0,31,42556,491,1
65,21,28705,237,1
14,378,87876,101,1
23,624,29617,490,1
394,907,40492,410,1
12,688,7318,211,1
4,307,86528,187,1
148,593,59810,461,1
8,729,26466,378,1
19,513,70783,189,1
44,558,30153,414,1
457,28,2256,410,1
784,589,28947,433,1
0,258,30937,335,1
23,474,57560,82,1
44,559,29082,111,1
19,16,91440,246,1
6,749,16657,389,1
73,255,17819,402,1
72,329,9574,125,1
16,611,13680,325,1
14,574,13175,76,1
706,865,43087,271,1
14,159,45090,232,1
56,950,42836,254,1
8,99,37887,362,1
36,126,13833,343,1
585,713,46085,136,1
72,152,79455,104,1
14,435,28721,236,1
166,596,16596,58,1
754,506,28337,449,1
30,634,1197,425,1
927,805,38089,60,1
14,815,70590,339,1
718,781,48936,325,1
1015,671,24648,488,1
36,726,18259,80,1
163,272,7460,293,1
44,965,17571,355,1
21,945,46179,210,1
36,37,46153,124,1
21,62,27038,333,1
791,88,11354,125,1
36,490,92485,382,1
21,52,66893,213,1
138,207,76607,432,1
4,724,11010,297,1
513,878,69431,103,1
72,465,19226,129,1
42,78,59108,298,1
56,793,56318,337,1
156,118,89396,482,1
181,98,78178,129,1
65,511,71460,212,1
8,25,27717,51,1
27,764,38450,400,1
42,948,45219,497,1
0,302,27465,336,1
19,840,95714,118,1
23,885,2310,204,1
695,296,96542,396,1
16,479,32119,303,1
21,281,11950,45,1
33,455,9328,441,1
33,999,4980,245,1
859,249,83843,477,1
23,463,47913,244,1
72,117,2681,332,1
33,852,17271,302,1
19,401,58665,223,1
23,325,5097,144,1
4,336,16507,329,1
14,853,32378,493,1
16,832,89422,96,1
532,224,33514,318,1
139,0,18537,430,1
326,1013,50691,120,1
16,963,5289,79,1
30,875,8794,257,1
6,431,40255,238,1
6,1009,77906,236,1
4,456,55296,195,1
8,307,52703,120,1
23,484,32021,389,1
30,540,62382,240,1
36,345,92572,57,1
19,453,19533,272,1
14,344,15082,306,1
27,450,97595,434,1
6,282,88761,297,1
750,775,40167,368,1
4,941,3594,105,1
4,781,97432,275,1
42,983,69895,165,1
36,457,19771,146,1
44,129,87699,147,1
1001,624,56282,118,1
19,565,34069,485,1
12,184,2159,433,1
42,185,63599,239,1
21,752,73111,415,1
198,663,50955,184,1
14,666,1030,15,1
12,632,65505,260,1
700,292,79108,184,1
56,285,38319,406,1
36,1012,12306,47,1
56,699,97407,349,1
72,796,32096,246,1
227,383,36833,378,1
14,1004,39409,94,1
8,499,56703,469,1
30,41,64916,17,1
8,875,89706,55,1
44,761,89083,329,1
0,937,56846,85,1
33,942,34037,87,1
21,414,18101,82,1
19,754,31549,255,1
97,821,9443,86,1
27,264,96915,288,1
161,516,98560,444,1
21,891,57752,210,1
12,269,55576,104,1
161,318,9517,224,1
0,86,67443,120,1
161,738,74418,114,1
44,337,45712,139,1
19,360,10652,386,1
19,199,27943,46,1
30,383,86035,410,1
182,728,66400,447,1
0,748,5890,140,1
21,824,34320,94,1
56,443,93297,359,1
72,423,73986,147,1
8,423,89199,485,1
19,978,89619,304,1
42,361,59424,406,1
14,647,84150,349,1
19,738,48144,372,1
14,825,70054,439,1
36,566,20159,391,1
0,177,7718,86,1
36,682,77992,463,1
72,366,18788,24,1
27,450,44656,485,1
327,793,66574,43,1
27,1001,92296,426,1
14,197,14210,395,1
42,797,66582,247,1
72,271,64021,396,1
287,250,14621,421,1
161,418,50776,339,1
65,263,40241,132,1
6,703,20634,21,1
19,862,19145,279,1
12,800,22463,384,1
27,282,22657,37,1
33,657,18545,47,1
4,294,74980,247,1
255,708,1310,97,1
8,386,7869,175,1
772,86,49222,340,1
27,291,22865,166,1
12,47,2338,284,1
56,404,93893,206,1
363,873,83062,471,1
161,944,10860,273,1
0,964,42808,259,1
30,98,28357,223,1
656,307,2797,198,1
65,667,54921,160,1
887,57,8745,377,1
56,209,32333,22,1
42,916,30737,290,1
36,963,11281,383,1
56,280,21933,404,1
161,692,54735,103,1
650,896,60519,328,1
161,797,68077,91,1
33,721,10375,244,1
189,635,96680,248,1
799,178,61072,395,1
16,328,320,228,1
56,453,79067,289,1
19,317,87307,319,1
986,715,18448,210,1
415,502,86788,221,1
16,408,51697,473,1
56,701,83336,144,1
30,1022,22439,275,1
19,349,1955,182,1
471,952,40715,15,1
6,806,59826,363,1
16,87,86233,124,1
161,397,45473,403,1
531,726,77825,201,1
14,796,86833,217,1
8,697,83413,290,1
44,607,93673,266,1
36,181,2480,23,1
33,337,2507,19,1
72,354,41336,417,1
968,398,88869,59,1
0,691,50121,365,1
21,89,43458,497,1
0,57,55865,442,1
16,237,50273,185,1
161,82,43294,223,1
65,56,7491,69,1
6,324,92314,225,1
56,317,7979,170,1
19,218,99307,322,1
19,530,51416,462,1
4,47,33385,247,1
23,861,50025,88,1
16,423,57136,336,1
4,29,96005,355,1
65,800,86010,363,1
19,308,58779,76,1
91,592,98003,488,1
42,327,43277,173,1
19,519,21282,286,1
4,54,15680,27,1
803,463,80267,158,1
27,117,24795,288,1
36,641,77810,245,1
8,789,75445,221,1
44,121,87702,271,1
21,700,64478,239,1
8,121,38310,345,1
161,855,76893,395,1
16,632,91985,73,1
888,644,61226,434,1
65,124,48183,16,1
8,696,48897,104,1
4,282,83469,457,1
16,268,81067,451,1
21,852,16091,337,1
223,913,27289,29,1
394,386,32218,486,1
0,877,78104,483,1
19,40,52371,131,1
12,802,15224,198,1
33,644,41126,34,1
618,647,27236,170,1
457,959,11837,360,1
590,830,77671,391,1
56,508,12327,459,1
44,206,16390,179,1
27,217,60137,316,1
19,831,7977,479,1
12,375,87686,318,1
751,127,21482,452,1
6,437,79427,417,1
65,343,53088,261,1
14,186,13744,154,1
27,527,9960,12,1
245,584,80999,257,1
447,788,34610,182,1
42,678,16022,11,1
572,1006,3151,175,1
321,919,11918,150,1
575,399,16670,495,1
58,938,71429,380,1
21,331,58503,101,1
12,1020,32614,393,1
72,321,25402,162,1
931,109,39580,179,1
33,538,10260,427,1
19,523,2464,421,1
27,499,21091,431,1
12,25,68330,415,1
14,590,61284,87,1
4,137,67260,192,1
668,876,10837,141,1
8,390,8132,261,1
263,107,54206,221,1
42,470,56826,195,1
6,1010,72024,16,1
23,379,93561,472,1
16,1000,78544,108,1
318,707,14225,82,1
161,779,51586,57,1
75,838,56858,408,1
509,489,60468,315,1
16,43,16320,415,1
8,13,3629,116,1
567,580,979,410,1
16,11,32409,274,1
21,4,87595,321,1
122,832,50759,329,1
21,461,16923,49,1
23,781,93570,330,1
27,798,20306,304,1
218,415,99682,415,1
4,352,56693,275,1
19,344,49431,226,1
23,632,52450,31,1
65,624,70315,189,1
14,841,47125,293,1
65,331,41337,122,1
30,109,41845,80,1
12,59,67573,50,1
0,445,18869,135,1
0,701,97203,421,1
1022,266,75644,297,1
95,649,37279,214,1
89,535,33013,139,1
2,247,45018,195,1
8,421,88280,401,1
611,591,4870,85,1
0,388,62097,389,1
36,14,87662,43,1
381,374,59740,14,1
4,745,48064,290,1
23,867,93964,297,1
489,126,40130,101,1
80,749,49272,237,1
42,292,72212,150,1
16,343,34113,329,1
504,1007,43919,257,1
0,670,26586,117,1
4,896,90956,315,1
150,698,60876,389,1
21,819,69560,172,1
21,983,30648,265,1
23,591,17098,53,1
456,293,10444,47,1
1015,720,93591,199,1
33,208,66300,366,1
19,15,55226,221,1
21,155,14409,10,1
33,884,19862,291,1
6,58,42881,235,1
6,88,92761,320,1
36,907,74177,274,1
8,310,5953,273,1
14,842,78881,339,1
930,736,27452,329,1
33,837,173,230,1
19,507,28350,289,1
12,36,87193,311,1
161,830,88360,126,1
215,160,84375,27,1
161,494,27377,112,1
0,468,49602,360,1
56,418,44386,66,1
42,714,60770,56,1
397,114,15751,106,1
16,683,52617,421,1
30,565,75142,143,1
0,864,35978,202,1
72,429,22369,213,1
184,160,71457,24,1
219,256,30898,322,1
30,358,57018,83,1
44,90,73002,53,1
36,1003,56096,272,1
14,594,38589,365,1
27,585,67616,83,1
6,179,61956,261,1
16,827,64405,327,1
72,272,95922,414,1
33,762,26315,124,1
33,104,43648,14,1
16,589,39260,420,1
44,576,74606,237,1
37,784,93944,110,1
23,372,45423,286,1
6,605,53924,407,1
23,624,35352,477,1
42,676,7208,279,1
6,573,47509,232,1
161,134,18530,483,1
72,792,635,397,1
30,872,76156,143,1
14,21,86819,354,1
30,605,84482,76,1
8,98,5480,68,1
42,496,84999,496,1
30,804,34070,461,1
14,991,73535,251,1
42,464,26836,300,1
161,109,91656,42,1
758,516,19421,440,1
783,105,32117,247,1
211,916,44588,17,1
843,343,61912,245,1
476,127,28569,41,1
8,314,14189,371,1
33,405,10411,186,1
0,743,31671,303,1
42,158,17002,409,1
72,985,37557,438,1
12,353,12291,333,1
4,652,84770,335,1
14,466,92379,235,1
48,618,30830,387,1
16,760,60881,291,1
161,130,1888,352,1
19,392,43652,271,1
4,195,71661,243,1
506,531,98697,170,1
4,189,17033,184,1
21,846,45982,486,1
21,893,83830,313,1
353,414,59519,449,1
27,979,84617,335,1
23,164,89858,305,1
316,648,38321,483,1
23,548,10946,479,1
19,254,99310,389,1
72,631,91720,437,1
44,807,44553,64,1
983,900,20775,248,1
21,244,45234,243,1
56,1002,50612,161,1
33,543,63836,191,1
21,127,85980,434,1
44,263,50537,161,1
938,940,1612,454,1
8,1013,13011,301,1
174,48,20449,192,1
836,551,56322,285,1
0,384,98990,330,1
52,438,86942,397,1
30,778,97917,101,1
457,120,31920,197,1
56,735,72498,365,1
42,70,92347,154,1
836,122,48710,199,1
27,944,41422,117,1
983,813,76790,294,1
965,349,35290,137,1
56,743,64131,309,1
23,249,86129,304,1
14,21,6920,190,1
541,830,79609,334,1
16,967,68593,24,1
732,885,98939,16,1
8,194,84136,435,1
42,59,91919,315,1
458,671,75330,72,1
292,125,10198,395,1
21,899,57612,268,1
42,36,91055,367,1
161,574,65937,15,1
72,819,15837,110,1
16,427,70530,444,1
0,203,45850,247,1
23,244,38094,416,1
21,657,15682,213,1
231,805,29379,126,1
482,729,84477,224,1
0,219,89436,166,1
21,725,69552,333,1
148,986,21316,283,1
72,362,38869,454,1
8,225,22380,256,1
27,1006,65079,224,1
12,735,95024,192,1
0,478,70214,462,1
44,226,40404,92,1
56,194,59193,204,1
21,432,66266,83,1
44,587,90855,65,1
16,117,98273,399,1
19,231,25400,175,1
19,704,67931,492,1
4,47,1296,250,1
14,23,56276,448,1
44,356,99529,208,1
36,637,76824,101,1
4,118,47334,276,1
161,906,95388,146,1
30,1009,82952,422,1
21,30,4402,360,1
44,743,10466,316,1
16,984,30354,394,1
428,143,496,217,1
19,834,34093,471,1
500,228,12243,237,1
161,308,85709,31,1
33,229,20771,261,1
4,352,9239,307,1
19,609,78028,251,1
16,363,23731,409,1
19,270,68684,395,1
6,108,845,212,1
16,196,62347,269,1
56,159,23871,470,1
871,242,85049,485,1
19,329,5822,208,1
4,764,60621,212,1
65,133,48501,446,1
31,915,80928,90,1
16,441,89742,118,1
44,137,35149,489,1
65,877,59066,238,1
19,715,34703,280,1
161,868,80756,462,1
42,810,64964,132,1
238,727,47541,444,1
0,488,2554,203,1
44,403,4795,360,1
179,723,46081,150,1
33,370,98597,368,1
42,358,88951,443,1
36,676,70671,261,1
700,1005,14627,295,1
23,564,54602,28,1
699,771,13624,53,1
131,480,51716,178,1
16,973,93924,174,1
468,627,41170,374,1
728,262,17051,114,1
65,654,37926,420,1
36,316,71572,31,1
36,110,10175,38,1
27,622,1378,116,1
56,74,91380,386,1
596,238,85814,319,1
19,193,55288,486,1
14,861,33513,194,1
16,435,36965,189,1
533,280,88501,329,1
161,917,53254,445,1
161,618,28033,44,1
56,989,3400,140,1
161,712,88261,295,1
65,32,80033,444,1
30,721,77455,385,1
30,109,29571,421,1
0,165,30204,358,1
30,746,17518,408,1
16,709,40446,311,1
23,904,51678,207,1
21,643,30042,407,1
21,661,27232,134,1
36,994,33009,36,1
6,888,46014,81,1
42,999,39816,169,1
16,393,18641,60,1
14,483,42377,194,1
461,106,17528,273,1
72,399,76494,433,1
304,547,57976,16,1
21,424,19848,403,1
19,40,95606,421,1
161,675,19583,245,1
6,266,23065,381,1
6,850,72827,291,1
72,636,46180,16,1
21,293,35956,133,1
12,679,64795,68,1
152,219,37445,453,1
30,886,19150,123,1
411,824,24096,181,1
33,52,57702,69,1
14,935,47585,492,1
27,217,17284,264,1
44,622,86003,492,1
161,834,87592,17,1
4,60,11823,276,1
182,66,14666,105,1
23,840,69554,127,1
12,552,30211,481,1
617,78,26213,135,1
56,570,91609,135,1
65,5,78393,275,1
72,969,94705,292,1
27,540,70395,354,1
14,753,683,439,1
513,65,72956,346,1
16,276,77820,194,1
44,3,89141,295,1
155,451,35645,308,1
36,393,15932,127,1
944,561,97366,215,1
30,40,56802,444,1
65,945,82673,205,1
6,395,35712,390,1
16,451,64309,110,1
0,875,5556,343,1
79,183,59897,399,1
8,712,41596,313,1
58,943,73021,33,1
12,662,22846,134,1
746,512,68182,485,1
514,561,88127,217,1
30,779,95472,276,1
33,437,53905,227,1
65,557,30931,217,1
27,543,33423,25,1
36,73,81218,415,1
65,299,42940,395,1
44,228,93763,328,1
30,909,28789,446,1
44,842,36480,320,1
42,570,33867,355,1
8,367,21435,216,1
42,324,31996,14,1
51,28,89198,353,1
30,55,95689,40,1
12,730,58148,107,1
36,750,12091,464,1
161,127,11972,448,1
161,936,30858,38,1
16,374,94854,321,1
21,655,49595,249,1
4,338,81444,156,1
19,13,99211,418,1
27,160,52154,468,1
33,202,16361,315,1
23,880,4010,246,1
243,175,60703,450,1
292,531,88297,316,1
586,24,92463,416,1
14,552,24648,217,1
65,505,55772,453,1
12,813,60181,26,1
30,124,74046,426,1
522,644,37771,364,1
44,615,67050,209,1
161,200,77629,225,1
12,766,41014,374,1
33,161,84649,88,1
14,78,39956,432,1
21,582,50855,435,1
0,549,82921,93,1
6,794,50157,200,1
27,94,71790,137,1
8,106,12777,69,1
56,1016,54903,465,1
0,298,6551,155,1
30,971,74426,103,1
23,13,89950,291,1
39,485,41064,146,1
812,791,49970,454,1
21,318,43207,172,1
394,691,44731,116,1
8,259,73401,492,1
372,945,53255,387,1
4,706,22143,357,1
161,17,94244,49,1
27,658,56979,74,1
56,593,10416,72,1
93,934,93909,373,1
4,559,69513,133,1
19,907,82164,65,1
44,434,51366,85,1
14,633,98109,447,1
16,427,73131,257,1
8,603,5334,257,1
33,539,53201,320,1
30,307,11715,82,1
36,550,37569,119,1
33,576,20005,297,1
8,895,51422,300,1
56,238,20044,396,1
65,669,85607,473,1
8,771,52494,483,1
6,986,96781,238,1
33,436,40596,228,1
8,323,1705,452,1
16,404,42353,147,1
27,470,9988,19,1
65,751,61838,69,1
178,310,94219,433,1
0,301,32711,427,1
19,486,66882,148,1
272,371,27848,50,1
8,658,22719,87,1
36,419,55281,232,1
14,694,27941,154,1
271,467,2111,266,1
4,278,24740,21,1
27,300,76238,86,1
161,262,87600,188,1
19,891,38618,73,1
0,464,69329,492,1
471,270,84145,387,1
12,601,19882,312,1
706,32,41832,392,1
4,525,61069,19,1
4,323,65944,185,1
54,709,76375,394,1
19,270,48190,453,1
299,902,68459,94,1
6,947,51534,218,1
33,653,7648,166,1
21,552,97184,393,1
72,789,94977,434,1
8,944,21107,449,1
33,706,1924,38,1
36,855,4617,401,1
33,887,49402,303,1
4,214,15356,96,1
161,700,12476,114,1
33,702,74604,442,1
56,708,50783,353,1
581,398,18373,493,1
23,154,41419,297,1
329,923,31278,467,1
783,510,51770,187,1
161,710,66700,164,1
27,567,15946,105,1
122,126,88307,398,1
444,600,58971,333,1
47,421,33735,215,1
30,366,74322,81,1
4,15,8189,120,1
19,610,34972,52,1
851,11,46715,278,1
44,203,92644,481,1
30,875,24889,442,1
36,862,28871,246,1
384,80,86159,408,1
19,1014,87070,196,1
222,644,90851,306,1
12,285,93506,369,1
8,458,70622,223,1
65,505,83206,351,1
65,131,94155,55,1
0,214,89583,289,1
816,828,99119,411,1
27,592,9409,463,1
364,489,93040,491,1
867,316,99498,248,1
44,885,54329,230,1
12,551,76541,136,1
12,304,98876,387,1
574,204,16919,447,1
23,329,79371,228,1
147,390,93144,154,1
205,923,56284,161,1
19,556,3785,133,1
6,919,54518,141,1
44,841,8344,310,1
725,130,36544,387,1
36,539,23523,54,1
23,229,1840,248,1
59,807,56215,346,1
21,961,97488,110,1
30,82,93771,33,1
309,267,71447,158,1
23,438,40869,86,1
14,33,30699,135,1
6,702,47591,170,1
36,853,57276,374,1
161,843,42082,446,1
161,230,2575,21,1
14,412,40517,71,1
0,421,26570,394,1
0,927,21832,105,1
12,996,63531,253,1
12,362,18268,246,1
100,186,69162,27,1
16,998,89850,331,1
36,115,85206,291,1
19,826,44619,265,1
65,652,40616,466,1
42,973,86661,221,1
44,620,99608,363,1
789,162,86866,499,1
21,799,36766,394,1
979,265,20074,362,1
631,976,88236,482,1
36,265,4909,331,1
33,563,90014,463,1
27,952,59438,336,1
33,675,1732,247,1
23,71,18698,33,1
23,153,17537,196,1
8,866,83806,33,1
30,333,8428,443,1
65,914,58887,302,1
305,680,92651,18,1
27,940,26763,459,1
19,880,87887,268,1
56,108,21915,287,1
493,822,82111,380,1
728,859,13194,44,1
42,703,93445,438,1
161,304,41160,369,1
427,843,65487,190,1
889,202,56678,132,1
21,81,50575,127,1
21,729,6239,405,1
23,577,89939,321,1
16,471,38482,415,1
33,835,77754,28,1
56,212,11082,278,1
16,727,72856,167,1
65,847,61196,200,1
44,731,70736,441,1
27,907,45383,96,1
596,299,543,106,1
30,572,25957,500,1
16,171,1140,420,1
42,891,2131,58,1
14,84,53081,337,1
33,1009,63863,459,1
33,324,18343,216,1
6,120,29700,266,1
56,474,33107,303,1
36,396,49036,303,1
863,963,61162,149,1
687,954,39932,18,1
72,643,10719,135,1
14,236,98734,448,1
21,484,16159,339,1
314,869,5572,62,1
8,936,31833,416,1
514,94,5712,269,1
197,334,72365,230,1
8,952,90681,40,1
16,250,58241,306,1
0,596,39606,63,1
796,70,68433,489,1
44,37,85002,289,1
6,475,28383,29,1
21,913,93683,112,1
19,756,7133,372,1
36,335,68774,288,1
978,421,52568,308,1
30,878,76170,182,1
765,481,68223,451,1
36,962,8142,83,1
65,49,87163,400,1
21,612,45770,411,1
4,273,89988,201,1
27,806,13608,236,1
65,360,24487,261,1
778,853,89946,31,1
16,541,35371,339,1
56,167,66416,204,1
65,85,70169,24,1
19,866,5598,327,1
21,205,60280,66,1
14,766,88679,259,1
4,910,73957,363,1
585,58,59489,406,1
4,264,24928,150,1
72,614,70480,188,1
0,255,28611,131,1
33,1004,15360,240,1
42,517,10629,18,1
